Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
21,Male,Poland,Undergraduate,Facebook,Networking,3.8,145,5.0,2.1,8.2,Medium,6.9
19,Male,USA,Undergraduate,LinkedIn,Education,5.7,187,1.6,1.0,5.2,Very High,5.0
19,Female,Spain,Undergraduate,Instagram,Entertainment,4.4,169,4.4,1.5,7.4,Medium,5.6
21,Male,Denmark,Undergraduate,Facebook,Networking,2.5,116,6.7,2.4,9.2,Low,8.0
24,Female,Germany,Graduate,TikTok,Entertainment,3.2,135,4.8,2.6,7.8,Medium,7.6
20,Female,Other,Undergraduate,Snapchat,Entertainment,4.1,160,2.7,2.0,6.4,High,6.8
20,Female,South Korea,Undergraduate,KakaoTalk,News,5.2,164,2.6,1.5,6.6,Medium,5.9
19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.9,157,3.2,2.4,7.2,Medium,5.2
23,Male,Other,Graduate,Instagram,Entertainment,7.8,250,1.7,0.4,5.7,Very High,4.6
21,Male,Other,Undergraduate,TikTok,Entertainment,5.1,187,2.1,2.0,6.5,High,7.1
20,Female,Ireland,Undergraduate,Instagram,Entertainment,5.1,164,3.2,2.0,7.3,High,7.0
24,Female,Other,Graduate,Facebook,Networking,3.5,135,4.4,1.3,7.4,Medium,7.6
20,Female,Other,Undergraduate,Twitter,News,7.9,251,0.8,1.6,5.3,Very High,6.3
21,Male,Other,Undergraduate,Facebook,Networking,6.0,178,2.3,3.6,5.5,High,5.6
20,Female,Germany,Undergraduate,TikTok,Entertainment,6.7,206,1.8,1.2,5.1,Very High,4.6
20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,5.0,169,1.8,1.7,7.2,High,5.9
18,Female,Other,High School,Twitter,News,5.7,189,1.2,1.9,5.7,High,4.3
20,Female,Turkey,Undergraduate,Instagram,Entertainment,6.8,216,3.4,0.7,6.1,Very High,5.3
19,Male,Other,Undergraduate,Facebook,Networking,4.9,170,4.0,2.5,6.3,High,6.3
21,Male,Other,Undergraduate,Facebook,Networking,5.7,193,1.6,0.9,6.0,Very High,6.6
21,Male,India,Undergraduate,Instagram,Entertainment,4.4,156,1.9,2.3,7.4,Medium,5.8
20,Female,Brazil,Undergraduate,Snapchat,Entertainment,5.8,188,1.9,1.8,6.1,High,6.0
19,Male,Other,Undergraduate,Snapchat,Entertainment,2.4,97,6.5,3.0,7.8,Low,8.9
22,Female,Canada,Undergraduate,YouTube,Education,4.4,156,3.9,1.4,7.2,Medium,6.4
20,Male,India,Undergraduate,Instagram,Entertainment,7.2,242,0.8,0.2,5.7,Very High,3.8
22,Female,Other,Undergraduate,Snapchat,Entertainment,6.4,210,0.9,2.9,5.3,Very High,5.7
19,Female,USA,Undergraduate,LinkedIn,Education,3.1,115,4.8,2.5,9.3,Low,7.7
22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.8,163,4.4,1.2,4.9,High,6.3
18,Male,Other,High School,Snapchat,Entertainment,7.3,240,0.8,1.3,5.1,Very High,5.7
18,Male,Other,High School,LinkedIn,Education,7.5,232,1.2,0.2,4.9,Very High,5.6
18,Male,Other,High School,Facebook,Networking,5.9,196,3.6,0.2,6.0,High,6.0
21,Male,Vietnam,Undergraduate,Facebook,Networking,3.5,116,4.1,2.0,6.9,Medium,6.8
22,Female,Other,Undergraduate,Snapchat,Entertainment,6.1,210,0.8,2.5,4.9,Very High,5.6
18,Male,Other,High School,Twitter,News,2.4,91,6.5,2.9,8.7,Low,8.4
19,Female,France,Undergraduate,Instagram,Entertainment,3.7,154,5.4,2.2,8.3,Medium,6.6
22,Male,Poland,Undergraduate,Facebook,Networking,4.1,145,4.0,2.4,7.4,High,6.9
20,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.1,189,2.7,1.7,6.2,High,6.2
21,Female,South Korea,Undergraduate,Instagram,Entertainment,3.4,110,4.6,1.4,7.0,Low,7.1
20,Female,Brazil,Undergraduate,Instagram,Entertainment,6.1,211,1.8,1.6,5.9,Very High,6.0
19,Male,Ukraine,Undergraduate,TikTok,Entertainment,4.6,162,4.4,1.4,6.0,High,6.2
23,Male,Australia,Graduate,Twitter,News,5.7,177,1.9,3.1,4.7,Very High,5.0
24,Female,Australia,Graduate,Facebook,Networking,8.5,237,1.0,0.4,6.1,Very High,5.3
19,Female,USA,Undergraduate,Instagram,Entertainment,6.8,235,0.6,1.2,5.9,Very High,5.1
18,Male,Other,High School,Twitter,News,2.4,86,5.8,2.0,8.3,Medium,7.4
21,Female,China,Undergraduate,WeChat,News,5.7,173,2.2,1.9,6.5,High,6.1
21,Female,Other,Undergraduate,Facebook,Networking,6.4,180,2.0,1.1,5.2,Very High,4.6
22,Male,USA,Undergraduate,Facebook,Networking,7.5,224,1.2,0.7,5.9,Very High,4.1
22,Female,Other,Undergraduate,Instagram,Entertainment,7.1,201,1.0,1.0,6.0,Very High,4.1
23,Male,India,Graduate,TikTok,Entertainment,2.3,113,5.3,2.4,7.1,Medium,8.4
21,Female,India,Undergraduate,TikTok,Entertainment,3.9,149,3.3,2.5,5.9,High,6.6
24,Male,India,Graduate,LinkedIn,Education,7.8,248,0.9,0.6,5.2,Very High,5.1
22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.8,133,3.0,2.3,8.1,Medium,5.9
24,Male,Japan,Graduate,Twitter,News,4.2,141,2.5,2.1,7.6,Medium,8.0
24,Male,Russia,Graduate,Instagram,Entertainment,6.9,225,0.7,0.8,5.8,Very High,4.0
19,Female,France,Undergraduate,Instagram,Entertainment,2.5,132,4.2,1.2,8.8,Low,6.9
18,Male,Other,High School,Twitter,News,7.3,218,0.9,1.5,4.9,Very High,4.7
23,Female,Turkey,Graduate,Instagram,Entertainment,6.7,198,1.9,2.1,6.2,Very High,5.1
19,Female,Spain,Undergraduate,Instagram,Entertainment,3.6,143,4.3,2.5,8.5,Medium,5.8
18,Male,Other,High School,TikTok,Entertainment,7.7,244,0.7,1.2,5.9,Very High,4.2
20,Female,USA,Undergraduate,TikTok,Entertainment,7.7,222,1.2,0.8,4.4,Very High,4.9
22,Male,Denmark,Undergraduate,Facebook,Networking,3.0,121,5.9,2.1,8.7,Low,8.1
19,Female,Other,Undergraduate,Twitter,News,2.2,93,5.6,3.1,7.4,Low,9.1
20,Male,UK,Undergraduate,Facebook,Networking,6.6,194,3.5,1.6,6.0,High,5.1
24,Female,Other,Graduate,YouTube,Education,7.1,202,1.2,0.4,4.7,Very High,4.1
19,Female,Romania,Undergraduate,Instagram,Entertainment,5.4,194,2.3,1.8,5.8,High,5.2
21,Male,India,Undergraduate,Facebook,Networking,4.6,157,3.1,1.9,8.6,Medium,6.7
20,Female,Italy,Undergraduate,TikTok,Entertainment,4.7,166,3.6,1.3,7.4,Medium,6.7
21,Male,Other,Undergraduate,Twitter,News,5.1,189,2.9,2.0,7.3,Medium,5.9
18,Female,Australia,High School,TikTok,Entertainment,5.3,186,2.5,1.7,7.2,High,6.5
20,Female,Other,Undergraduate,Twitter,News,7.8,251,1.0,1.1,4.9,Very High,5.8
20,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.9,162,3.5,2.3,7.2,High,6.1
20,Female,Maldives,Undergraduate,Instagram,Entertainment,3.4,149,4.6,1.7,8.1,Medium,7.8
24,Female,Other,Graduate,Twitter,News,2.8,129,4.5,2.9,8.0,Medium,7.0
18,Male,UK,High School,Instagram,Entertainment,6.9,219,1.6,0.4,6.1,Very High,4.2
22,Male,Germany,Undergraduate,Facebook,Networking,4.1,155,2.8,1.3,8.3,Medium,7.1
22,Male,Other,Undergraduate,Twitter,News,5.9,208,1.8,1.7,4.5,Very High,5.4
24,Female,Other,Graduate,Twitter,News,3.5,146,5.8,2.8,7.4,Medium,7.4
19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.3,118,3.7,1.2,8.9,Low,7.1
24,Male,Other,Graduate,TikTok,Entertainment,5.3,181,0.9,1.4,5.7,High,5.0
21,Female,India,Undergraduate,Facebook,Networking,3.6,142,3.8,1.9,7.5,Medium,7.3
19,Female,Japan,Undergraduate,LINE,Networking,3.2,133,5.0,1.9,8.1,Low,8.3
20,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.1,152,4.8,1.6,6.4,Medium,4.7
20,Male,Other,Undergraduate,Facebook,Networking,7.4,241,1.0,1.6,5.8,Very High,5.5
21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.3,146,4.0,2.0,7.9,Medium,6.3
21,Female,Mexico,Undergraduate,TikTok,Entertainment,6.2,209,1.5,0.4,6.0,Very High,4.9
21,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.7,142,5.3,3.2,8.2,Medium,5.1
18,Male,India,High School,Instagram,Entertainment,3.3,121,5.6,2.5,7.5,Medium,8.4
22,Female,India,Undergraduate,Instagram,Entertainment,8.3,273,1.2,0.4,6.1,Very High,5.5
22,Male,Afghanistan,Undergraduate,LinkedIn,Education,3.1,115,6.6,2.1,6.9,Medium,7.0
21,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.3,139,4.7,2.2,7.1,High,4.7
20,Female,Spain,Undergraduate,TikTok,Entertainment,3.6,144,3.2,2.5,8.2,Low,5.8
21,Male,Other,Undergraduate,Snapchat,Entertainment,3.7,121,5.0,1.9,6.9,Medium,6.9
23,Female,UK,Graduate,Snapchat,Entertainment,7.0,217,1.1,1.6,5.3,High,5.6
21,Male,India,Undergraduate,TikTok,Entertainment,7.6,222,1.0,-0.2,5.2,Very High,4.5
21,Female,Canada,Undergraduate,Instagram,Entertainment,3.4,110,3.9,1.4,6.8,Low,7.0
23,Female,Other,Graduate,TikTok,Entertainment,7.1,241,0.8,1.1,5.6,Very High,5.8
21,Male,UK,Undergraduate,Facebook,Networking,5.2,193,3.5,1.2,6.7,Medium,6.0
22,Female,USA,Undergraduate,LinkedIn,Education,3.8,163,3.6,1.5,6.8,High,6.4
21,Female,India,Undergraduate,YouTube,Education,2.4,94,5.9,3.1,7.4,Low,7.1
24,Male,Other,Graduate,Twitter,News,7.3,226,0.8,1.6,5.6,Very High,5.7
18,Male,UK,High School,LinkedIn,Education,7.2,236,2.0,1.6,5.5,Very High,3.8
21,Male,Germany,Undergraduate,Instagram,Entertainment,3.2,134,4.0,2.3,7.4,Medium,8.3
21,Female,Other,Undergraduate,YouTube,Education,3.2,141,5.7,2.3,7.7,Low,7.2
18,Male,Other,High School,TikTok,Entertainment,2.0,106,6.4,1.8,8.2,Low,7.2
24,Male,Germany,Graduate,LinkedIn,Education,7.5,221,0.9,1.5,6.3,Very High,4.6
23,Male,Sri Lanka,Graduate,LinkedIn,Education,2.9,107,3.8,2.5,7.5,Low,7.8
23,Male,Spain,Graduate,Facebook,Networking,6.9,193,1.2,1.2,5.9,Very High,5.0
20,Male,Other,Undergraduate,Instagram,Entertainment,5.5,183,2.2,0.9,6.9,Very High,7.0
20,Female,Spain,Undergraduate,Instagram,Entertainment,5.7,214,2.0,1.4,7.3,High,5.0
21,Female,Australia,Undergraduate,LinkedIn,Education,6.1,203,2.8,1.2,6.6,High,6.4
24,Female,Australia,Graduate,LinkedIn,Education,2.2,97,6.1,2.9,7.0,Low,6.9
23,Female,UK,Graduate,Snapchat,Entertainment,6.1,176,2.4,2.0,5.1,Very High,4.4
21,Male,UK,Undergraduate,Instagram,Entertainment,5.5,184,2.8,2.1,6.0,High,5.9
23,Female,Other,Graduate,Instagram,Entertainment,5.5,174,1.1,1.2,6.7,High,6.0
21,Male,Other,Undergraduate,Snapchat,Entertainment,8.2,262,1.2,1.5,4.6,Very High,5.4
22,Male,Canada,Undergraduate,TikTok,Entertainment,3.6,155,4.5,2.0,8.4,Low,6.0
23,Female,USA,Graduate,Twitter,News,5.2,187,2.9,2.1,6.8,High,6.1
24,Female,Other,Graduate,Facebook,Networking,6.4,197,2.3,1.3,4.9,Very High,4.9
21,Male,Nepal,Undergraduate,YouTube,Education,3.8,130,4.2,1.5,6.4,High,6.9
19,Male,Denmark,Undergraduate,Instagram,Entertainment,4.8,148,3.4,1.1,7.3,Medium,7.3
21,Male,Other,Undergraduate,Facebook,Networking,7.9,236,0.5,0.9,5.1,Very High,4.6
19,Female,Other,Undergraduate,LinkedIn,Education,4.1,120,3.8,1.2,6.4,Medium,6.6
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.1,133,2.0,2.0,8.2,Medium,7.8
24,Female,USA,Graduate,YouTube,Education,7.5,228,1.0,0.2,6.0,Very High,4.1
18,Female,Other,High School,Twitter,News,8.2,257,0.9,0.8,5.6,Very High,5.6
21,Male,Maldives,Undergraduate,TikTok,Entertainment,4.8,182,3.1,1.9,4.6,High,6.4
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.7,140,2.4,1.1,7.4,High,6.1
21,Male,Other,Undergraduate,Twitter,News,3.4,132,5.8,1.4,7.7,Low,8.9
20,Female,India,Undergraduate,Snapchat,Entertainment,6.5,207,0.8,0.7,5.9,Very High,4.0
23,Male,Other,Graduate,Instagram,Entertainment,4.5,145,1.6,2.1,6.8,High,6.2
19,Male,Austria,Undergraduate,Instagram,Entertainment,4.8,174,2.4,2.0,6.0,Very High,6.4
19,Male,USA,Undergraduate,LinkedIn,Education,5.9,184,2.0,1.4,5.6,High,4.6
20,Male,Other,Undergraduate,Twitter,News,7.9,227,0.9,0.4,5.2,Very High,5.3
20,Female,Other,Undergraduate,YouTube,Education,2.6,107,5.5,2.9,8.1,Low,7.3
22,Male,Russia,Undergraduate,VKontakte,Networking,4.2,136,3.2,2.2,8.2,Medium,7.2
21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,138,3.2,2.3,8.5,Medium,6.2
22,Male,Canada,Undergraduate,TikTok,Entertainment,3.7,122,4.0,2.0,8.8,Low,5.9
19,Female,USA,Undergraduate,TikTok,Entertainment,6.4,195,1.0,2.3,5.3,Very High,3.7
20,Male,Oman,Undergraduate,Instagram,Entertainment,4.3,157,3.1,2.2,5.9,High,6.0
21,Male,Bangladesh,Undergraduate,Facebook,Networking,6.0,191,2.1,1.8,5.7,Very High,4.9
19,Female,Spain,Undergraduate,Instagram,Entertainment,4.5,169,4.4,2.0,7.1,Medium,5.8
19,Female,Other,Undergraduate,Twitter,News,5.3,191,3.8,1.0,5.0,Very High,5.2
21,Male,UK,Undergraduate,Instagram,Entertainment,5.2,184,3.3,2.0,6.5,High,6.5
19,Female,Other,Undergraduate,Twitter,News,5.3,182,2.8,1.8,7.7,High,6.4
21,Male,Other,Undergraduate,TikTok,Entertainment,5.3,187,2.2,1.7,6.2,High,6.8
22,Male,France,Undergraduate,Facebook,Networking,4.4,142,2.4,2.1,7.1,Medium,7.2
24,Male,Other,Graduate,LinkedIn,Education,4.5,137,2.4,1.3,7.3,High,6.5
20,Male,Other,Undergraduate,YouTube,Education,3.5,128,4.8,2.5,6.5,Medium,6.1
21,Male,UK,Undergraduate,TikTok,Entertainment,4.6,151,3.5,1.4,6.2,High,6.4
19,Female,USA,Undergraduate,TikTok,Entertainment,7.2,200,1.2,1.4,6.2,Very High,4.0
21,Male,Poland,Undergraduate,TikTok,Entertainment,6.1,183,1.7,1.7,6.2,High,5.0
24,Male,Other,Graduate,YouTube,Education,5.4,170,2.7,2.0,6.5,Very High,5.8
22,Female,Italy,Undergraduate,Twitter,News,5.1,155,1.9,1.9,7.2,High,6.5
18,Female,Other,High School,TikTok,Entertainment,3.9,114,3.8,1.9,6.9,Medium,6.7
21,Female,Other,Undergraduate,LinkedIn,Education,7.7,218,1.5,1.3,4.7,Very High,5.3
21,Female,Other,Undergraduate,Instagram,Entertainment,7.0,204,1.4,0.7,5.7,Very High,4.7
21,Female,Other,Undergraduate,Facebook,Networking,6.0,209,0.9,1.3,5.8,High,4.9
19,Female,Other,Undergraduate,Snapchat,Entertainment,8.0,254,2.2,2.0,5.7,Very High,5.4
21,Male,Other,Undergraduate,Facebook,Networking,6.0,209,3.0,0.5,5.8,Very High,6.7
22,Female,Spain,Undergraduate,TikTok,Entertainment,6.5,210,1.4,1.1,6.3,Very High,4.7
21,Female,Other,Undergraduate,Facebook,Networking,5.9,200,1.3,2.2,5.9,Very High,4.8
20,Female,Other,Undergraduate,LinkedIn,Education,6.4,219,0.8,1.2,5.5,High,5.2
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.1,157,4.0,1.4,7.6,Medium,6.9
19,Male,Nepal,Undergraduate,TikTok,Entertainment,3.7,134,5.2,2.8,8.5,Medium,7.5
21,Male,UK,Undergraduate,Facebook,Networking,4.7,168,2.6,1.8,6.8,Medium,5.7
19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,6.0,196,2.1,0.7,5.7,Very High,6.2
21,Male,Denmark,Undergraduate,Facebook,Networking,3.7,156,3.7,1.1,7.9,Medium,7.9
19,Male,Japan,Undergraduate,Twitter,News,4.4,153,2.2,1.6,7.2,High,7.8
22,Male,Denmark,Undergraduate,Facebook,Networking,4.2,138,2.5,2.3,8.2,Medium,7.9
22,Male,Russia,Undergraduate,VKontakte,Education,4.0,139,2.6,2.0,7.6,Medium,6.8
23,Female,Other,Graduate,Snapchat,Entertainment,4.8,168,2.6,1.9,6.1,High,6.5
22,Male,Other,Undergraduate,Instagram,Entertainment,4.7,176,3.5,1.8,6.1,High,6.2
19,Female,Brazil,Undergraduate,WhatsApp,Entertainment,6.0,200,1.8,1.4,6.6,High,5.8
23,Female,Other,Graduate,Twitter,News,4.6,164,4.8,2.2,7.0,High,6.2
20,Female,Singapore,Undergraduate,TikTok,Entertainment,5.3,191,2.4,1.5,6.8,High,5.7
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.9,111,4.9,2.1,8.8,Medium,7.9
24,Male,India,Graduate,LinkedIn,Education,8.4,248,1.1,0.7,4.9,Very High,5.3
19,Male,Nepal,Undergraduate,TikTok,Entertainment,3.9,128,3.4,2.2,8.2,High,7.2
18,Male,Other,High School,Snapchat,Entertainment,2.1,65,6.1,3.2,8.0,Low,8.6
22,Female,Other,Undergraduate,Facebook,Networking,3.2,97,5.4,3.1,7.0,Low,7.2
19,Female,Costa Rica,Undergraduate,Instagram,Entertainment,5.8,180,3.5,1.2,5.7,Very High,4.8
19,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.3,132,5.1,2.5,8.8,Low,8.0
19,Male,Bangladesh,Undergraduate,TikTok,Entertainment,4.0,140,4.7,1.9,7.2,Medium,5.3
21,Male,Canada,Undergraduate,Instagram,Entertainment,5.0,156,3.9,2.3,7.5,High,6.0
19,Female,India,Undergraduate,WhatsApp,Entertainment,7.0,222,0.7,1.9,5.7,Very High,5.0
19,Female,Other,Undergraduate,YouTube,Education,4.9,150,2.8,2.5,6.8,High,6.5
23,Male,USA,Graduate,Twitter,News,5.7,175,2.5,0.7,6.7,Medium,5.9
18,Female,USA,High School,Twitter,News,5.8,209,1.4,1.5,4.9,High,5.7
21,Male,Other,Undergraduate,YouTube,Education,5.3,179,2.8,2.0,6.9,High,6.9
21,Male,Mexico,Undergraduate,WhatsApp,Networking,6.3,219,1.0,0.7,5.9,Very High,5.9
23,Male,Canada,Graduate,Snapchat,Entertainment,6.3,187,2.3,1.2,6.6,High,6.1
21,Male,USA,Undergraduate,Snapchat,Entertainment,3.6,149,3.3,1.0,7.1,Low,7.3
21,Female,Other,Undergraduate,Snapchat,Entertainment,2.6,117,6.0,1.8,7.6,Medium,7.6
21,Female,Other,Undergraduate,Twitter,News,2.8,131,5.1,2.9,7.6,Medium,7.8
22,Male,Mexico,Undergraduate,WhatsApp,News,6.3,212,1.3,0.6,6.0,Very High,5.8
24,Female,Other,Graduate,YouTube,Education,7.6,249,1.0,0.7,4.6,Very High,5.6
19,Female,Pakistan,Undergraduate,TikTok,Entertainment,4.9,154,3.0,1.2,5.9,High,6.0
20,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.0,172,2.7,1.1,8.3,High,7.1
19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.6,159,4.0,1.6,8.7,Medium,7.2
19,Female,Germany,Undergraduate,TikTok,Entertainment,5.8,197,1.6,2.3,4.4,Very High,4.2
21,Male,Nepal,Undergraduate,YouTube,Education,3.4,130,3.7,1.4,6.7,High,6.7
21,Female,Canada,Undergraduate,Instagram,Entertainment,3.3,110,3.6,1.3,6.8,Low,7.4
21,Male,Mexico,Undergraduate,WhatsApp,News,6.6,192,2.0,0.9,5.7,Very High,5.6
21,Female,Other,Undergraduate,Snapchat,Entertainment,5.0,165,1.6,1.7,6.2,High,6.7
22,Male,UK,Undergraduate,Facebook,Networking,8.1,249,1.0,1.2,4.7,Very High,4.2
19,Male,India,Undergraduate,Facebook,Networking,5.6,187,2.4,0.7,7.4,Very High,6.4
21,Female,Other,Undergraduate,TikTok,Entertainment,8.8,250,1.0,0.7,5.7,Very High,5.1
20,Female,Other,Undergraduate,TikTok,Entertainment,2.4,100,4.3,1.8,8.2,Medium,8.5
20,Male,Other,Undergraduate,YouTube,Education,6.8,202,1.4,2.6,6.2,Very High,5.4
22,Female,Denmark,Undergraduate,Twitter,News,4.5,162,3.8,1.9,7.4,High,6.8
21,Male,Australia,Undergraduate,YouTube,Education,6.5,211,1.8,1.6,5.5,Very High,4.8
23,Male,Canada,Graduate,Twitter,News,2.8,109,5.8,2.2,7.8,Medium,8.0
22,Male,Other,Undergraduate,Twitter,News,5.7,199,1.6,1.0,6.0,High,7.1
23,Male,Spain,Graduate,Facebook,Networking,6.3,193,1.1,1.0,6.6,Very High,5.5
20,Female,UK,Undergraduate,TikTok,Entertainment,2.9,133,6.3,3.1,7.9,Low,7.6
24,Male,Other,Graduate,Instagram,Entertainment,1.5,104,7.1,2.6,7.8,Low,8.9
22,Female,Other,Undergraduate,Snapchat,Entertainment,2.4,102,5.8,2.9,8.1,Medium,8.5
20,Female,USA,Undergraduate,TikTok,Entertainment,7.2,212,1.0,1.3,4.6,Very High,5.0
22,Male,Other,Undergraduate,TikTok,Entertainment,1.5,76,7.6,3.4,8.4,Low,8.5
23,Female,Other,Graduate,LinkedIn,Education,6.2,202,1.7,2.4,5.3,Very High,5.3
22,Female,Spain,Undergraduate,TikTok,Entertainment,6.2,210,1.5,0.9,6.2,Very High,4.9
19,Female,Other,Undergraduate,Instagram,Entertainment,3.1,130,5.9,2.3,8.0,Medium,7.8
23,Male,Australia,Graduate,YouTube,Education,3.4,128,5.3,2.4,8.9,Medium,7.9
18,Female,Other,High School,Snapchat,Entertainment,3.4,106,3.6,2.5,8.0,Low,8.4
22,Male,Other,Undergraduate,Facebook,Networking,6.5,190,3.8,2.4,5.6,Very High,5.3
19,Female,Nepal,Undergraduate,TikTok,Entertainment,5.6,181,1.9,1.5,5.1,High,5.8
20,Female,Australia,Undergraduate,Instagram,Entertainment,4.8,138,4.0,2.6,7.4,Medium,7.6
18,Male,Other,High School,Twitter,News,7.0,235,0.9,0.4,5.1,Very High,4.7
23,Male,Australia,Graduate,YouTube,Education,3.7,128,5.1,2.4,8.4,Medium,7.8
23,Female,Other,Graduate,Instagram,Entertainment,6.7,208,2.0,1.3,5.5,High,5.5
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.9,142,3.2,1.8,8.0,Medium,8.0
22,Male,Other,Undergraduate,YouTube,Education,8.2,233,0.7,1.3,5.3,Very High,5.6
24,Male,South Africa,Graduate,LinkedIn,Education,2.2,113,6.0,3.2,7.5,Medium,8.0
22,Male,India,Undergraduate,WhatsApp,Networking,6.3,193,3.5,1.2,5.7,Very High,5.3
22,Male,Canada,Undergraduate,Twitter,News,4.6,158,3.0,1.8,6.5,Medium,6.7
21,Male,India,Undergraduate,Facebook,Networking,8.2,237,1.1,1.3,5.2,Very High,5.7
24,Male,Other,Graduate,LinkedIn,Education,5.5,186,4.2,1.6,6.6,Medium,7.5
24,Male,India,Graduate,Instagram,Entertainment,8.5,269,0.6,1.1,4.8,Very High,4.2
22,Female,Other,Undergraduate,LinkedIn,Education,4.6,153,1.3,2.1,7.3,High,6.9
20,Female,Other,Undergraduate,YouTube,Education,6.2,178,1.0,1.2,5.2,Very High,3.9
24,Female,Other,Graduate,YouTube,Education,7.2,246,1.0,0.5,5.9,Very High,5.2
22,Male,Turkey,Undergraduate,TikTok,Entertainment,5.1,157,3.9,1.9,7.2,High,5.6
22,Male,Other,Undergraduate,Snapchat,Entertainment,4.8,175,3.9,1.5,6.2,High,6.2
19,Female,Other,Undergraduate,Facebook,Networking,4.5,156,2.0,1.9,6.0,High,6.4
18,Female,Other,High School,YouTube,Education,7.4,244,0.7,1.6,5.8,Very High,4.6
22,Male,Other,Undergraduate,Instagram,Entertainment,4.3,176,3.4,2.4,6.2,High,6.4
23,Female,Other,Graduate,TikTok,Entertainment,4.2,170,4.0,1.5,6.0,High,6.2
23,Female,Other,Graduate,Facebook,Networking,2.2,105,5.2,2.6,7.7,Low,7.5
19,Female,France,Undergraduate,Instagram,Entertainment,4.0,120,5.5,3.4,7.9,Medium,6.7
23,Female,Germany,Graduate,Instagram,Entertainment,8.0,253,1.0,1.0,5.6,Very High,4.9
19,Female,Ireland,Undergraduate,Instagram,Entertainment,5.8,208,2.1,2.4,6.6,High,6.1
19,Female,UAE,Undergraduate,Instagram,Entertainment,6.6,185,2.8,0.8,5.4,Very High,5.3
19,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.1,170,4.2,1.2,7.3,Medium,6.9
21,Female,India,Undergraduate,Instagram,Entertainment,5.2,171,2.3,1.8,5.1,High,5.9
19,Female,Other,Undergraduate,Twitter,News,8.0,253,0.7,1.4,4.5,Very High,4.4
20,Female,Nepal,Undergraduate,TikTok,Entertainment,5.1,199,2.1,1.1,5.8,High,5.7
20,Female,South Korea,Undergraduate,KakaoTalk,Education,5.0,181,4.0,2.2,7.2,High,6.4
21,Female,Other,Undergraduate,Twitter,News,6.7,222,0.8,1.4,5.7,High,4.3
22,Male,Ireland,Undergraduate,Instagram,Entertainment,5.7,177,3.0,1.5,6.7,Very High,5.9
21,Male,Other,Undergraduate,Facebook,Networking,5.6,178,1.8,3.2,5.7,High,5.9
18,Male,Other,High School,LinkedIn,Education,3.9,133,4.3,1.6,7.2,High,6.8
22,Male,Ireland,Undergraduate,Twitter,News,5.9,201,3.3,2.0,6.9,High,6.3
20,Male,Tajikistan,Undergraduate,YouTube,Education,4.5,151,1.4,3.4,5.7,High,5.9
21,Male,Mexico,Undergraduate,WhatsApp,Education,5.5,179,2.6,1.5,6.6,High,6.3
21,Male,Other,Undergraduate,TikTok,Entertainment,2.9,115,4.1,1.8,7.3,Low,8.7
24,Male,Other,Graduate,TikTok,Entertainment,6.1,193,1.6,1.4,5.7,Very High,5.7
19,Male,Other,Undergraduate,TikTok,Entertainment,7.5,216,1.1,1.4,4.5,Very High,3.8
22,Female,Other,Undergraduate,Snapchat,Entertainment,2.1,94,6.2,3.3,8.1,Low,7.6
22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.5,145,2.0,1.5,4.2,High,6.1
19,Male,Other,Undergraduate,Instagram,Entertainment,3.5,128,4.1,2.2,8.6,Medium,7.2
21,Female,Lithuania,Undergraduate,Facebook,Networking,3.0,122,5.2,1.2,7.2,High,6.7
22,Male,Denmark,Undergraduate,Facebook,Networking,3.3,110,5.7,3.4,9.0,Medium,7.9
22,Male,Other,Undergraduate,Facebook,Networking,7.9,250,1.1,0.5,5.1,Very High,5.8
19,Female,India,Undergraduate,TikTok,Entertainment,6.1,203,0.9,1.0,6.9,High,6.6
23,Male,Other,Graduate,Instagram,Entertainment,3.3,133,4.5,2.6,8.6,Low,9.0
21,Male,India,Undergraduate,Facebook,Networking,4.6,181,4.0,1.6,8.3,Medium,6.8
